NUMERO;Identifiant;T1TypeEtab;T2TypeEtab;T3TypeEtab;T1Strate;T2Strate;T3Strate;T1Classe;T2Classe;T3Classe;DateNaissance;T1DatePassation;T2DatePassation;T3DatePassation;Sexe;T1CSPM;T2CSPM;T3CSPM;CSP.M;T1CSPP;T2CSPP;T3CSPP;CSP.Pere;T1SGE01;T1SGE02;T1SGE03;T1SGE04;T1SGE05;T2SGE01;T2SGE02;T2SGE03;T2SGE04;T2SGE05;T3SGE01;T3SGE02;T3SGE03;T3SGE04;T3SGE05;T1BE01;T1BE02;T1BE03;T1BE04;T1BE05;T1BE06;T1BE08;T1BE09;T1BE10;T1BE11;T1BE12;T1BE13;T1BE14;T1BE15;T1BE16;T1BE17;T1BE18;T1BE19;T1BE20;T1BE21;T1BE22;T1BE23;T1BE24;T1BE25;T1BE26;T1BE28;T1BE29;T1BE30;T2BE01;T2BE02;T2BE03;T2BE04;T2BE05;T2BE06;T2BE08;T2BE09;T2BE10;T2BE11;T2BE12;T2BE13;T2BE14;T2BE15;T2BE16;T2BE17;T2BE18;T2BE19;T2BE20;T2BE21;T2BE22;T2BE23;T2BE24;T2BE25;T2BE26;T2BE28;T2BE29;T2BE30;T3BE1;T3BE2;T3BE3;T3BE4;T3BE5;T3BE6;T3BE7;T3BE8;T3BE9;T3BE10;T3BE11;T3BE12;T3BE13;T3BE14;T3BE15;T3BE16;T3BE17;T3BE18;T3BE19;T3BE20;T3BE21;T3BE22;T3BE23;T3BE24;T3BE25;T3BE26;T3BE27;T3BE28;T3BE29;T3BE30;T1Fr;T1Math;T2Fr;T2Math;T3Fr;T3Math;T2SEPS1;T2SEPS2;T2SEPS3;T2SEPS4;T2SEPS5;T2SEPS6;T2SEPS7;T2SEPS8;T2SEPS9;T2SEPS10;T2SEPS11;T3SEP1;T3SEP2;T3SEP3;T3SEP4;T3SEP5;T3SEP6;T3SEP7;T3SEP8;T3SEP9;T3SEP10;T3SEP11;ProfilT1;ProfilT2;ProfilT1T2
365;1CM2TM25;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2002-11-19;2014-03-31;2016-02-29;2016-03-20;M;5;4;4;4;5;;;5;6;4;4;4;5;2;1;2;1;2;6;2;4;3;5;2;1;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;4;4;3;4;1;4;4;1;1;4;1;1;4;2;4;4;4;3;4;1;4;4;1;4;1;4;1;2;2;1;3;3;3;1;3;1;1;3;1;1;2;2;2;3;2;1;2;1;1;3;2;2;4;1;3;2;1;1;1;1;1;1;2;2;2;6;6;4;5;2;2;2;1;4;5;6;4;5;3;5;4;6;3;6;1;1;3
367;1CM2TM27;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-12-10;2014-03-31;2016-03-01;2016-03-20;F;3;;;3;3;;;3;4;3;5;4;5;3;3;4;3;3;3;5;6;4;2;4;3;3;4;4;4;1;3;4;3;4;4;3;4;3;2;4;4;2;3;2;3;4;4;3;3;3;4;4;4;1;1;3;3;2;1;2;1;4;4;1;4;1;4;3;4;2;2;3;3;2;4;3;1;2;1;4;3;4;2;2;4;3;2;4;3;1;4;3;1;2;3;2;4;3;2;3;1;2;3;4;3;4;1;1;3;3;3;5;5;3;4;4;4;4;6;5;5;4;6;6;6;5;3;3;4;2;1;3;1;5;5;4;3;3;2;2
371;1CM2TM31;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-10-05;2014-03-31;2016-03-02;2016-03-20;F;;5;5;5;;5;5;5;6;6;5;6;6;6;6;6;5;5;4;4;6;4;5;4;4;3;1;4;2;3;2;4;3;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;2;2;4;3;3;3;2;4;2;3;3;4;3;4;3;1;4;2;3;4;3;3;4;2;3;2;3;4;1;3;1;4;3;4;2;4;4;3;2;4;3;3;4;3;2;3;3;3;4;4;3;2;2;3;4;4;3;3;2;2;4;3;3;5;5;5;5;4;5;5;5;5;4;5;1;5;4;5;5;5;4;5;5;5;5;6;6;6;6;3;2;2
381;1CM2TM41;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2004-01-12;2014-03-31;2016-03-03;2016-03-20;F;;4;4;4;;3;3;3;6;5;4;5;6;5;4;4;5;5;5;4;5;5;6;4;4;3;2;4;1;3;2;4;3;4;3;2;4;2;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;1;3;2;4;3;4;3;3;3;3;3;4;2;3;3;3;2;2;3;3;3;3;2;3;1;2;3;3;1;2;1;3;3;3;3;2;3;3;3;2;3;2;3;2;3;3;1;2;3;;3;3;2;1;2;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;6;6;3;2;2
383;1CM2TM43;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-10-05;2014-03-31;2016-03-04;2016-03-20;M;4;4;4;4;4;4;4;4;5;6;6;6;6;5;4;3;5;5;5;4;5;4;3;4;3;3;4;3;4;3;4;4;1;4;4;2;3;2;2;4;4;3;3;4;3;4;4;2;4;1;4;4;3;1;3;3;4;1;2;4;3;3;2;2;2;1;3;4;4;2;3;3;2;4;3;2;3;4;4;4;2;4;3;3;4;4;4;3;4;3;1;4;2;3;3;2;4;4;1;1;4;2;4;4;1;3;1;2;4;4;4;4;3;4;4;2;5;5;5;4;5;4;5;5;5;5;3;4;6;4;6;6;6;4;6;5;6;2;1;2
394;1CM2JA54;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-06-22;2014-03-31;2015-04-30;2016-03-20;F;6;6;;6;6;6;;6;6;6;5;6;5;5;4;4;3;4;6;5;5;4;4;2;4;1;2;4;2;3;3;3;3;4;3;1;4;2;3;3;2;2;3;4;3;3;3;3;1;3;3;3;3;3;2;2;1;1;3;2;2;3;3;1;3;2;1;4;3;2;3;2;3;4;3;2;1;3;3;4;4;4;3;3;3;4;4;4;3;3;4;3;2;2;3;2;4;3;2;3;2;3;4;4;4;3;3;4;4;1;1;4;2;3;4;4;5;3;3;3;5;4;2;4;3;5;5;5;5;5;5;5;6;4;6;4;5;1;2;2
395;1CM2JA56;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-05-14;2014-03-31;2015-04-30;2016-03-20;M;;5;5;5;;;;;5;3;3;3;4;5;3;5;3;4;5;3;5;5;4;3;3;4;3;3;3;2;4;4;3;4;3;2;4;3;3;4;4;3;3;3;3;4;4;1;3;3;4;4;3;3;2;3;4;2;4;4;2;4;4;2;3;4;2;4;4;3;3;4;3;4;4;2;3;3;4;4;4;4;2;3;3;4;3;4;4;2;4;4;2;3;3;3;4;4;2;4;3;3;4;4;2;4;3;3;4;5;5;5;5;3;5;5;5;5;6;5;5;4;6;6;6;6;5;5;5;4;5;5;5;6;5;5;5;3;1;1
400;1CM2JA61;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-06-01;2014-03-31;2015-04-30;2016-03-20;F;5;5;5;5;;;;;4;3;4;5;6;4;6;6;4;4;6;6;5;5;4;4;3;4;4;4;2;3;4;4;3;4;2;2;4;4;2;4;4;2;4;4;3;4;3;1;4;2;4;4;4;2;4;4;4;4;2;2;2;4;4;4;3;4;4;1;4;4;4;4;2;4;4;4;3;4;4;4;4;4;2;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;3;4;3;3;2;3;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;5;5;6;5;4;3;3;2
401;1CM2JA62;ECOLE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-07-23;2014-03-31;2015-04-30;2016-03-20;M;5;4;5;4;;2;3;2;5;2;4;4;4;5;3;6;5;4;5;3;5;4;5;4;3;3;3;4;4;2;3;4;3;4;4;2;3;3;3;4;3;2;3;4;3;4;3;2;2;3;3;4;3;4;2;2;4;2;4;4;3;4;4;2;4;3;2;4;4;3;3;3;3;4;4;2;4;3;3;4;3;4;3;3;3;4;3;4;3;3;4;4;2;3;3;3;4;4;2;4;3;2;4;4;2;3;2;3;4;5;5;5;5;5;5;5;5;4;4;4;5;4;6;5;5;5;5;5;5;5;4;5;4;5;5;5;5;3;3;3
407;1CM2AF68;COLLEGE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-05-12;2014-03-31;2015-04-30;2016-03-20;M;5;;;5;2;;;2;6;5;5;5;4;4;1;5;4;4;5;2;6;4;4;4;3;4;3;3;4;1;4;2;1;4;4;1;2;4;1;3;4;1;4;4;2;4;4;1;4;3;4;3;3;4;2;1;1;2;3;3;2;4;3;1;3;4;3;3;3;2;1;4;3;4;4;1;2;2;4;4;3;4;2;3;3;4;2;4;4;1;4;3;1;2;4;2;4;4;2;3;3;3;4;4;1;4;1;2;4;4;4;5;4;4;4;5;6;6;6;6;5;1;6;6;6;6;5;5;4;4;6;6;5;6;4;6;6;2;1;2
411;1CM2AF72;COLLEGE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-02-14;2014-03-31;2015-04-30;2016-03-20;F;4;4;;4;3;3;;3;5;4;4;5;5;5;3;4;2;2;5;4;4;4;3;3;3;2;3;2;3;3;1;4;3;3;3;2;3;3;1;3;3;3;4;3;2;4;2;2;1;4;4;2;3;4;3;4;1;3;3;4;2;4;3;2;3;4;2;3;3;3;2;4;1;4;3;1;2;3;3;3;3;2;2;3;3;3;3;1;4;2;4;3;3;3;4;2;3;3;3;2;3;3;4;3;2;1;2;1;2;5;5;5;4;4;4;3;4;5;6;5;5;5;4;3;4;5;5;4;4;6;6;5;5;4;4;3;5;2;1;3
416;1CM2AF77;COLLEGE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2004-04-14;2014-03-31;2015-04-30;2016-03-20;M;9;;4;9;3;;3;3;5;3;4;3;2;4;1;4;1;5;4;1;5;3;5;2;3;3;1;4;4;1;3;4;4;4;3;1;3;3;3;4;3;1;1;3;2;4;4;1;4;3;4;3;1;3;2;3;4;1;3;4;3;4;3;1;3;4;2;4;4;1;2;4;1;4;3;1;4;2;4;4;3;4;3;4;4;4;2;4;3;3;4;3;1;3;4;3;4;3;2;3;4;3;3;4;1;4;3;3;4;5;5;5;5;5;5;6;5;6;6;5;6;5;6;4;4;4;4;4;6;6;6;6;4;5;4;3;5;2;1;1
422;1CM2AF83;COLLEGE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-07-28;2014-03-31;2015-04-30;2016-03-20;F;5;5;5;5;5;9;9;9;6;6;5;6;6;5;4;5;5;5;5;4;4;4;3;3;4;4;2;4;1;2;4;4;4;4;4;3;4;3;4;3;4;3;4;3;4;2;3;4;3;3;3;4;3;4;2;2;1;1;4;4;2;4;4;1;3;3;1;3;4;2;2;2;2;2;4;3;2;2;2;2;4;3;2;1;1;3;1;2;4;1;3;3;2;2;2;1;3;3;2;2;4;2;2;3;3;1;2;1;2;5;5;4;4;3;3;5;6;5;6;5;5;5;5;4;5;4;5;6;4;6;5;5;5;6;4;5;4;3;1;1
424;1CM2AF85;COLLEGE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-11-20;2014-03-31;2015-04-30;2016-03-20;M;4;;;4;2;;;2;2;2;4;2;1;3;1;2;2;2;4;1;4;1;2;2;1;3;2;4;3;2;4;4;1;4;3;3;3;4;4;3;4;1;2;2;1;4;2;1;3;2;4;3;3;2;1;3;2;2;1;3;1;2;3;4;3;4;2;4;3;1;1;1;1;4;1;1;1;1;3;3;2;4;1;2;2;2;1;4;1;1;3;3;4;2;4;1;3;3;1;1;1;1;2;3;1;4;2;4;4;4;5;5;5;5;4;6;6;6;6;6;6;1;6;6;6;6;6;6;6;5;5;6;1;6;6;6;5;2;1;2
429;1CM2AF90;COLLEGE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-09-17;2014-03-31;2015-04-30;2016-03-20;F;3;3;3;3;3;3;3;3;5;4;4;4;5;4;2;4;3;4;4;3;5;4;3;2;3;4;2;3;3;2;4;4;2;4;2;2;4;2;2;2;4;3;3;2;3;3;2;3;2;3;4;3;2;2;3;1;2;1;2;3;1;3;4;2;2;2;2;3;4;2;3;1;2;4;2;1;3;4;4;1;3;1;3;2;2;3;1;1;1;1;4;3;1;3;4;2;4;4;3;3;2;3;3;4;1;2;2;2;4;4;5;4;4;4;4;5;4;5;6;6;6;5;4;3;2;5;3;4;3;6;4;6;5;4;4;4;5;3;1;1
433;1CM2AF94;COLLEGE;COLLEGE;COLLEGE;1;1;1;3;6ième;5ième;2003-07-07;2014-03-31;2015-04-30;2016-03-20;M;4;4;4;4;4;4;4;4;4;1;3;3;4;3;1;3;2;2;2;1;5;1;2;4;3;3;3;2;3;1;3;3;2;4;4;2;2;3;4;4;4;1;1;4;1;4;4;1;4;1;4;4;3;3;3;3;3;1;3;4;3;4;3;2;3;4;4;4;3;1;1;4;1;4;3;1;4;1;4;4;3;3;4;2;4;2;1;3;4;1;4;4;1;2;4;3;4;1;1;2;4;4;3;3;1;4;4;1;4;5;5;5;5;4;5;5;6;6;4;1;4;2;5;6;6;6;6;3;3;6;4;6;1;6;4;6;5;2;1;3
443;2CM2GA6;ECOLE;COLLEGE;COLLEGE;2;1;2;3;6ième;5ième;2003-07-19;2014-03-31;2015-03-19;2016-03-20;F;4;4;4;4;2;2;2;2;5;5;4;5;4;5;6;6;5;5;6;5;6;4;3;3;3;4;1;4;2;3;3;3;3;4;3;2;4;2;3;3;4;3;4;3;4;3;3;3;2;4;2;4;3;4;3;3;4;2;4;2;2;4;3;2;3;3;2;1;3;3;3;3;2;4;4;4;3;2;3;4;3;2;1;3;3;4;3;1;2;1;3;4;3;2;3;2;3;3;4;3;2;1;2;3;4;2;1;3;2;5;5;5;5;5;5;4;4;5;6;4;4;4;6;6;6;6;5;5;5;3;2;2;1;6;6;6;6;3;1;1
446;2CM2GA9;ECOLE;COLLEGE;COLLEGE;2;1;2;3;6ième;5ième;2003-07-29;2014-03-31;2015-03-19;2016-03-20;F;5;5;5;5;5;5;;5;6;6;5;6;6;6;6;6;5;6;6;5;6;4;5;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;3;4;1;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;2;3;4;4;3;4;4;4;3;3;4;4;2;4;4;4;4;3;4;4;4;4;4;4;4;4;2;3;4;4;3;4;4;3;2;4;4;4;3;4;5;2;2;6;6;6;6;6;6;6;5;6;6;6;6;5;4;6;6;6;6;3;2;1;2;3;3;2
447;2CM2GA10;ECOLE;COLLEGE;COLLEGE;2;1;2;3;6ième;5ième;2003-05-16;2014-03-31;2015-03-19;2016-03-20;M;;;;;;;;;5;6;6;6;6;3;4;2;5;6;4;3;6;4;2;3;3;4;1;4;4;4;2;4;1;4;2;3;4;2;3;4;1;3;3;3;4;4;1;4;1;4;3;2;2;1;4;3;4;4;1;1;2;3;1;1;4;4;3;3;2;2;4;2;2;3;3;4;1;4;2;4;3;4;2;1;1;3;4;4;2;1;4;4;3;3;4;2;4;4;4;4;3;2;3;3;2;4;2;3;4;2;2;1;1;2;2;3;2;1;6;4;4;5;3;2;6;3;4;3;4;5;4;3;1;6;5;6;6;3;2;1
451;2CM2GA17;ECOLE;COLLEGE;COLLEGE;2;1;2;3;6ième;5ième;2002-10-01;2014-03-31;2015-03-19;2016-03-20;F;;;;;5;9;9;9;6;5;4;5;6;5;4;4;5;4;6;5;5;5;3;3;4;1;4;2;4;2;1;1;1;1;4;2;4;1;1;4;4;4;3;4;4;2;3;2;2;2;2;2;4;2;4;2;4;2;1;4;3;1;2;2;3;3;4;1;2;4;3;3;4;1;2;3;1;3;2;4;4;2;1;1;2;1;1;3;2;1;3;3;1;1;1;1;4;4;4;1;1;1;3;3;2;2;2;1;4;2;3;2;4;2;3;5;3;4;6;6;5;6;4;5;4;3;4;3;3;2;4;2;5;3;5;1;6;2;2;2
452;2CM2GA18;ECOLE;COLLEGE;COLLEGE;2;1;2;3;6ième;5ième;2002-10-01;2014-03-31;2015-03-19;2016-03-20;F;;;;;5;9;9;9;6;4;5;5;6;6;5;3;5;4;6;4;3;4;4;1;4;1;2;4;1;4;3;1;1;3;1;3;2;1;4;3;4;3;2;1;2;3;2;3;1;1;2;3;4;1;2;2;1;1;2;1;1;3;3;1;2;2;3;3;3;3;1;2;2;1;2;3;1;3;2;2;3;1;1;1;2;3;2;3;1;3;2;1;2;2;3;2;1;2;2;2;3;3;1;2;2;2;2;1;3;2;3;2;2;1;2;4;2;3;4;6;4;6;6;6;5;5;3;3;3;2;2;2;4;3;3;1;4;1;2;1
453;2CM2GA19;ECOLE;COLLEGE;COLLEGE;2;1;2;3;6ième;5ième;2002-10-01;2014-03-31;2015-03-19;2016-03-20;F;;;;;5;9;9;9;6;5;5;6;6;6;5;4;4;6;6;4;4;3;5;4;4;2;4;1;1;4;3;1;2;4;2;4;1;1;4;4;2;3;1;1;3;4;2;3;1;3;4;4;4;3;2;2;1;2;3;1;2;4;3;2;2;2;2;4;2;3;4;2;2;4;3;3;1;1;4;3;2;2;1;1;1;2;2;3;1;2;1;2;2;1;1;1;4;4;3;1;3;1;2;2;2;1;2;1;3;2;3;1;2;1;1;3;4;2;1;4;4;3;2;4;4;6;4;3;2;1;1;3;3;2;5;5;5;1;2;3
458;2CM2GA24;ECOLE;COLLEGE;COLLEGE;2;1;2;3;6ième;5ième;2003-12-26;2014-03-31;2015-03-19;2016-03-20;F;;;;;5;5;9;5;6;4;6;5;6;5;4;5;5;6;5;3;3;5;5;2;4;4;2;4;3;2;4;2;4;4;3;1;4;3;3;3;2;2;4;3;4;3;3;2;2;3;4;3;3;3;2;2;1;2;3;2;2;3;3;1;3;2;2;3;3;3;3;2;2;2;3;2;2;2;2;2;4;1;2;2;2;2;2;1;2;2;2;2;2;3;2;2;3;3;3;3;2;2;2;3;3;2;1;2;1;5;4;5;5;5;4;5;4;3;2;4;4;3;3;4;3;3;4;4;4;5;5;5;5;4;5;4;4;3;2;2
460;2CM2GA26;ECOLE;COLLEGE;COLLEGE;2;1;2;3;6ième;5ième;2003-04-25;2014-03-31;2015-03-19;2016-03-20;M;4;;4;4;4;;4;4;5;4;4;4;5;4;4;6;3;2;5;5;6;5;4;3;3;2;2;4;2;2;3;4;2;4;3;2;2;3;3;2;3;2;3;2;2;3;3;2;3;4;2;3;3;3;2;3;4;2;3;3;3;4;3;2;2;3;3;3;3;3;3;2;2;4;3;3;3;3;3;3;3;4;3;3;4;4;3;4;4;3;4;3;3;3;3;2;3;3;3;3;2;3;4;4;3;4;2;3;4;5;5;5;4;4;4;5;5;5;5;5;5;4;5;4;4;5;4;4;4;6;6;5;5;4;5;5;6;2;1;3
480;3CM2SP2;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-07-13;2014-03-31;2015-03-26;2016-03-20;F;5;5;5;5;5;5;5;5;4;4;5;4;5;5;4;6;4;5;5;5;6;5;6;3;3;3;3;3;4;1;3;4;2;4;4;1;4;2;1;4;3;1;3;4;2;4;;3;2;4;4;4;3;4;2;4;2;1;4;4;2;4;4;1;2;3;1;4;4;2;4;4;2;4;4;3;3;3;4;4;4;4;2;2;4;4;4;4;4;2;4;4;2;4;4;3;4;4;2;1;4;1;4;4;2;4;3;2;4;2;2;4;4;2;2;5;6;6;6;6;5;6;5;6;5;6;5;4;4;6;5;6;6;6;5;5;6;2;1;3
483;3CM2SP5;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-07-10;2014-03-31;2015-03-26;2016-03-20;F;3;4;4;4;3;4;3;4;4;4;5;4;5;5;6;4;5;6;4;4;5;3;4;2;2;1;1;1;1;2;1;2;1;1;4;3;1;4;1;1;2;3;4;1;4;1;3;3;1;4;1;3;4;2;1;1;3;2;2;4;4;3;4;3;3;3;1;1;4;2;2;1;3;1;4;3;1;2;1;4;2;3;1;3;4;4;2;4;2;1;4;3;1;2;4;2;4;3;2;3;1;3;3;4;4;3;2;2;1;3;3;5;4;3;4;3;4;3;4;5;4;4;6;6;6;6;3;4;2;1;4;3;4;5;6;4;4;1;2;3
485;3CM2SP7;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-04-07;2014-03-31;2015-03-26;2016-03-20;F;3;3;3;3;4;4;4;4;5;2;4;6;3;5;4;4;3;6;5;2;2;2;5;3;4;1;1;4;1;1;1;1;4;2;3;1;4;1;3;1;3;2;4;1;3;1;3;2;1;4;1;1;4;1;1;2;1;1;2;4;3;2;2;1;2;2;1;2;3;1;1;1;3;2;3;1;1;1;4;3;3;1;1;1;2;2;2;1;2;1;2;3;1;2;1;2;2;2;2;3;1;1;4;2;1;2;1;1;4;3;3;5;5;5;5;6;4;6;5;4;6;1;6;6;6;6;4;5;5;6;6;6;6;1;1;1;6;1;2;1
486;3CM2SP8;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-11-05;2014-03-31;2015-03-26;2016-03-20;M;3;;3;3;3;;3;3;5;2;4;6;5;6;3;2;4;3;5;4;3;4;4;3;3;4;3;4;4;1;4;2;4;4;4;3;4;2;4;4;4;4;4;4;4;4;4;4;1;4;4;4;3;4;3;4;2;1;4;4;4;4;4;4;3;3;4;3;2;4;4;4;3;4;3;1;1;3;4;2;3;1;3;1;2;4;2;1;2;1;4;3;1;1;4;1;4;4;1;1;4;1;4;4;1;4;1;1;4;5;3;4;4;2;3;5;4;6;6;5;6;6;6;6;6;6;6;4;3;6;5;4;1;1;1;1;1;3;3;1
487;3CM2SP9;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-10-13;2014-03-31;2015-03-26;2016-03-20;M;3;3;3;3;4;6;6;6;5;4;6;4;6;6;6;6;5;6;5;4;6;3;6;3;3;4;4;4;1;1;4;3;3;4;4;4;4;2;2;4;4;3;3;4;3;4;4;3;2;3;4;4;3;4;2;4;4;2;4;2;1;4;3;1;3;2;2;3;4;3;3;4;3;3;3;3;2;4;4;4;4;1;2;1;4;4;2;2;2;2;4;4;2;3;2;3;4;4;2;1;3;1;4;4;4;4;2;3;4;3;3;4;4;3;3;4;3;5;6;5;5;5;4;5;6;2;3;3;2;5;5;6;4;6;5;6;3;3;3;2
488;3CM2SP10;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-12-19;2014-03-31;2015-03-26;2016-03-20;M;;;;;3;;3;3;5;3;5;4;4;4;2;3;3;5;4;1;5;1;4;3;3;4;3;2;3;2;3;3;2;3;3;2;3;2;2;2;3;2;2;3;3;4;3;2;2;4;4;3;3;2;3;2;3;1;1;2;1;3;4;2;2;4;2;3;4;1;1;3;2;4;4;1;2;3;4;3;3;2;3;2;3;4;1;1;3;2;3;4;2;2;3;1;4;3;1;1;3;2;4;4;1;3;3;3;4;3;3;4;4;1;4;5;3;3;4;5;5;2;5;5;6;5;4;3;2;4;4;5;2;4;3;3;3;2;1;1
489;3CM2SP11;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-12-04;2014-03-31;2015-03-26;2016-03-20;M;2;;2;2;2;;2;2;6;3;5;4;6;5;3;6;4;6;4;2;6;4;3;3;4;;2;3;4;3;4;3;2;4;3;2;3;4;4;4;4;3;4;2;4;4;3;2;2;4;4;4;3;2;2;3;3;2;1;4;2;4;4;3;3;3;2;4;4;3;3;2;3;4;4;2;2;3;4;1;4;3;4;2;4;4;1;4;2;2;4;3;1;3;4;1;4;4;2;1;3;2;4;4;2;3;2;1;4;1;3;1;3;3;3;4;4;3;2;1;3;2;5;6;6;6;5;5;4;6;5;5;3;2;2;3;5;3;1;1
493;3CM2SP15;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-01-29;2014-03-31;2015-03-26;2016-03-20;M;5;5;5;5;3;3;3;3;6;1;6;1;5;1;1;1;1;1;3;5;4;4;6;1;1;1;1;4;3;1;1;3;2;1;2;4;4;1;4;2;3;1;4;2;4;4;1;1;1;3;4;1;3;4;1;4;1;1;4;3;1;1;2;4;1;4;4;4;1;1;1;1;1;2;2;1;4;4;4;1;4;1;1;4;1;3;1;3;4;4;3;1;4;4;4;1;2;1;2;4;4;4;4;2;3;1;1;2;2;5;4;5;5;4;4;6;6;4;5;3;5;4;5;1;1;3;6;4;6;6;4;6;6;6;6;6;6;1;2;1
494;3CM2SP16;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-12-03;2014-03-31;2015-03-26;2016-03-20;F;4;4;4;4;3;3;3;3;6;5;4;5;4;5;5;4;4;5;5;5;4;5;5;4;3;3;1;2;2;1;3;2;4;2;2;4;3;4;1;1;3;4;2;1;3;1;3;3;1;4;4;4;3;4;2;2;3;1;4;2;1;3;3;1;2;4;1;2;4;1;1;1;2;2;3;3;1;2;1;4;3;3;2;2;3;3;2;3;3;2;3;4;1;3;3;1;3;4;3;3;2;1;1;4;4;4;2;2;1;3;3;5;5;3;5;3;2;3;2;4;5;4;5;6;5;6;3;3;2;3;3;2;3;5;5;4;4;1;2;1
497;3CM2SP19;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-10-15;2014-03-31;2015-03-26;2016-03-20;M;3;;3;3;3;;3;3;6;5;6;5;5;4;4;5;4;5;5;2;4;3;2;4;4;4;1;4;2;1;2;4;4;4;4;2;4;1;4;4;4;2;4;1;4;4;3;2;1;4;4;4;3;3;4;3;4;2;2;4;2;4;4;3;4;2;2;4;4;2;2;2;3;4;4;3;3;3;1;4;3;3;3;3;2;3;2;3;4;3;4;3;1;3;4;2;4;3;3;1;4;3;4;3;1;3;2;3;3;5;5;4;4;5;4;6;3;4;5;3;4;3;3;6;6;6;5;4;5;5;5;5;4;6;4;5;5;3;1;1
498;3CM2SP20;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-07-22;2014-03-31;2015-03-26;2016-03-20;M;3;3;3;3;3;3;3;3;6;5;4;6;6;4;3;2;4;5;6;4;5;5;5;4;4;2;1;4;4;4;1;3;2;4;1;4;3;4;4;2;3;4;3;3;3;2;1;4;4;1;4;2;3;2;1;4;4;2;1;2;4;4;1;4;4;2;3;4;4;3;3;1;3;4;4;1;1;1;4;2;3;3;1;2;2;3;3;3;2;2;4;1;3;1;3;2;3;1;2;3;1;2;4;1;2;3;1;1;4;2;3;4;4;3;5;1;6;1;1;1;2;2;1;1;3;1;2;5;5;4;4;2;2;6;6;6;6;3;1;2
499;3CM2SP21;ECOLE;COLLEGE;COLLEGE;3;3;3;3;6ième;5ième;2003-02-26;2014-03-31;2015-03-26;2016-03-20;M;3;5;5;5;2;2;2;2;5;4;5;5;6;5;4;6;4;6;5;4;6;3;6;4;4;4;4;4;4;1;4;4;4;4;4;1;4;4;4;4;4;1;4;4;4;4;4;2;4;4;4;4;3;4;4;3;3;2;4;4;2;4;4;1;1;4;4;4;4;1;4;4;1;4;4;1;4;2;4;4;2;2;1;4;4;4;2;2;4;4;4;4;2;3;4;1;4;4;2;1;4;2;1;4;1;4;4;1;4;5;4;5;4;2;2;6;5;5;6;5;5;5;6;6;6;6;5;5;4;6;5;6;6;5;4;5;5;3;1;1
